year,month,month_conversion,shopee_region,english_product_category,partner_type,conversion_count,usd_sale_amount,usd_revenue,usd_payout,usd_avg_sale_per_conv,myr_avg_sale_per_conv,%_revenue_per_sale,%_payout_per_sale,%_payout_per_revenue
2023,12,2023-12-01,Shopee Thailand,Men Clothes,Content,575,3674.73,181.36,147.39,6,30,4.94,4.01,81.27
2023,9,2023-09-01,Shopee Vietnam,Mom & Baby,Comparison,1283,8900.24,152.42,137.08,7,33,1.71,1.54,89.94
2023,11,2023-11-01,Shopee Thailand,Gaming & Consoles,Coupons,11,664.66,12.62,8.83,60,285,1.9,1.33,69.97
2023,11,2023-11-01,Shopee Malaysia,Pets,Sub-Network,3547,22801.36,917.91,642.67,6,30,4.03,2.82,70.01
2023,11,2023-11-01,Shopee Indonesia,Women Bags,Rewards,889,10071.81,118.71,82.88,11,53,1.18,0.82,69.82
2023,9,2023-09-01,Shopee Indonesia,Hobbies & Collections,Sub-Network,8096,28682.91,700.32,490.16,4,17,2.44,1.71,69.99
2023,9,2023-09-01,Shopee Vietnam,Women Bags,Rewards,1,2.31,0.02,0.02,2,11,0.87,0.87,100
2023,11,2023-11-01,Shopee Taiwan,Women Bags,Sub-Network,1628,22811.46,160.48,115.82,14,66,0.7,0.51,72.17
2023,12,2023-12-01,Shopee Philippines,Cameras & Drones,Sub-Network,564,8725.98,53.96,43.99,15,73,0.62,0.5,81.52
2023,9,2023-09-01,Shopee Singapore,Motorcycles,Paid Traffic,120,1733.97,88.1,61.66,14,68,5.08,3.56,69.99
2023,11,2023-11-01,Shopee Malaysia,Audio,Paid Traffic,2370,36599.08,1353.14,947.18,15,73,3.7,2.59,70
2023,9,2023-09-01,Shopee Indonesia,Beauty,Social,31343,87664.69,4502.07,3146.95,3,13,5.14,3.59,69.9
